n,mask,t,x,y,z
667,44,22.23333333333333,18.38032227076262,43.41122859139166,1.4996954280857384
668,44,22.266666666666666,18.591167476858303,43.72298985264264,1.6678785162406655
669,12,22.3,18.844131358960887,37.44265117072772,1.9947110298125723
670,8,22.33333333333333,19.887921231296872,-0.6370679570031649,3.5787696781222835
671,0,22.36666666666667,0.0,26.0,5.0
672,0,22.4,0.0,26.0,5.0
673,0,22.43333333333333,0.0,26.0,5.0
674,0,22.466666666666665,0.0,26.0,5.0
675,0,22.5,0.0,26.0,5.0
676,0,22.53333333333333,0.0,26.0,5.0
677,0,22.566666666666666,0.0,26.0,5.0
678,0,22.6,0.0,26.0,5.0
679,0,22.63333333333333,0.0,26.0,5.0
680,0,22.66666666666667,0.0,26.0,5.0
681,0,22.7,0.0,26.0,5.0
682,0,22.73333333333333,0.0,26.0,5.0
683,0,22.766666666666666,0.0,26.0,5.0
684,0,22.8,0.0,26.0,5.0
685,32,22.83333333333333,-4.378630105550226,16.234608127047625,4.274049088078104
686,32,22.86666666666667,-4.378630105550226,16.234608127047625,4.274049088078104
688,32,22.93333333333333,-5.7641442108164584,14.512975063158466,4.4217646909412585
690,32,23.0,-5.90652208813959,13.98736168133471,4.47781588765455
691,32,23.03333333333333,-3.9961291618386268,15.58266965895649,4.409253387618044
692,32,23.066666666666666,-3.9961291618386268,15.58266965895649,4.409253387618044
694,32,23.13333333333333,-5.881119343218219,13.487307095928015,4.455915249905352
695,32,23.16666666666667,-5.175986041290598,13.89335692686535,4.315013365664915
696,32,23.2,-5.135075125352318,13.931786956850825,4.331276786225098
697,32,23.23333333333333,-5.109681198133801,13.769883566377358,4.075649628901351
698,96,23.266666666666666,20.697957279925284,37.65234432937025,1.9619873543037336
699,96,23.3,20.84938329871262,37.50369280511882,1.6371749640049105
700,96,23.33333333333333,20.12674283592068,36.9213956943256,1.0015196081057092
701,104,23.36666666666667,20.04728258466136,37.11948218289671,1.1687514307925844
702,104,23.4,19.944454053391755,36.62640988380507,1.2526162844405926
704,104,23.466666666666665,19.678150407528513,36.73288871255559,2.1819237497775283
706,108,23.53333333333333,18.908326667445408,36.420802764029816,2.7315193953143617
707,108,23.566666666666666,18.8108130716474,36.407837709314926,2.8287920048961257
708,108,23.6,18.642064714875303,36.205189334676454,3.1691804414696563
709,108,23.63333333333333,18.612696941759925,36.15621366944779,3.1470628466339736
710,108,23.66666666666667,18.472630942824036,35.72396086056999,3.240724514181089
711,108,23.7,18.389289715162306,35.703233135889846,3.1117942295864283
712,108,23.73333333333333,18.164884517945172,35.37162376025867,3.0582910228177704
713,108,23.766666666666666,18.093994982359387,35.25473885064417,2.8130461002490623
714,108,23.8,17.940382221707374,34.99117512066413,2.4863215408632224
715,108,23.83333333333333,17.899469556580712,34.89872208845037,2.1132244070404527
716,108,23.86666666666667,17.777373411227227,34.299727053498174,1.4636311606201258
718,108,23.93333333333333,17.618398791866916,34.03584603371302,0.970769775789998
719,108,23.966666666666665,17.582608275226363,33.92358103421397,1.0846704082627987
720,108,24.0,17.49044531945466,33.94165874910785,1.4871346483669023
722,108,24.066666666666666,17.452696534822458,33.69129160263272,2.283369918645879
723,108,24.1,17.344140971977005,33.697971361301406,2.5314525657584332
724,108,24.13333333333333,17.284306031471846,33.641746118280864,2.959095988912942
725,108,24.16666666666667,17.19039252032391,33.65199372798258,3.0895581593535213
726,108,24.2,17.109799181685418,33.506738631537964,3.265719783421217
727,108,24.23333333333333,16.98750061904014,33.38790126218766,3.3002517614391533
728,108,24.266666666666666,16.845469375961443,32.996983411570504,3.394215996205268
729,108,24.3,16.752206008892653,32.994217057412236,3.371760456123955
730,108,24.33333333333333,16.632857024778172,32.74137752971665,3.3501605866733346
732,108,24.4,16.379298491881574,32.40078734311156,3.2901566282270744
734,108,24.466666666666665,16.28869898152351,32.28719931335967,3.5975000864821807
736,108,24.53333333333333,16.48300613728787,32.158217084297064,4.306549711312315
738,108,24.6,16.91519625175367,32.058789194284174,5.0303195179656965
739,108,24.63333333333333,16.91984653245039,31.891137955761717,5.363006734221644
740,108,24.66666666666667,17.130504479407186,31.86365588281807,5.761797945915879
741,108,24.7,16.873971806357492,31.83369970921544,6.231772109294237
742,108,24.73333333333333,16.799996651416773,31.818170821151487,6.726646469660541
743,108,24.766666666666666,16.45842960113985,31.94817204007234,7.297179186034744
744,108,24.8,16.028221279654826,31.905643148556706,7.9923952594377505
746,124,24.86666666666667,15.378914173606999,32.210101610246696,9.534430139516347
748,124,24.93333333333333,14.539361124011046,32.67860839029442,10.691464576913797
750,124,25.0,13.784555212494386,32.95632651637421,11.745899818537893
752,124,25.066666666666666,13.013247512889404,33.519148371562444,12.695604259609803
754,124,25.13333333333333,12.244786070358677,33.900109890635946,13.376246020058606
756,116,25.2,11.636848922152044,34.40015486884682,13.816748793302546
758,100,25.266666666666666,10.77818311481701,34.70128159316729,13.95318105338963
760,100,25.33333333333333,10.044736524614,35.09679414880094,14.36173376898586
762,100,25.4,9.27515595081843,35.541546869982575,14.606583745621256
764,100,25.466666666666665,8.487959380240634,35.84602285187492,14.657156414446336
766,108,25.53333333333333,7.579324328196045,36.17655480387084,14.631218526691079
768,124,25.6,6.8818488798633,36.54777358458529,14.494805721014973
770,124,25.66666666666667,6.086248374697473,36.875004560236896,14.119621053004986
772,124,25.73333333333333,5.3295622041578445,37.32906372843564,13.656380348600454
774,124,25.8,4.56778117668281,37.657882820436335,13.046431431985175
776,124,25.86666666666667,3.8245346435823016,37.93447817884701,12.21994907863926
778,124,25.93333333333333,2.9731701162698427,38.353752995936645,11.32096062852866
780,126,26.0,2.8871734924410384,38.31022985561636,10.95415903612583
782,126,26.066666666666666,2.1720661929766187,38.713112467984864,9.846850393582287
784,126,26.13333333333333,1.3643741082742984,39.07450492207834,8.523906070455629
786,126,26.2,0.5191259184659125,39.474627080528954,7.157597390764277
788,126,26.266666666666666,-0.3155047961989821,39.79391260982342,5.6422748365116595
790,78,26.33333333333333,-1.1189494843892192,40.22984763864696,4.124429026546511
792,30,26.4,-2.1403353131696816,40.39844895865743,2.2730212310575717
794,12,26.466666666666665,-2.323178600644467,41.53503885941782,1.948328333755757
796,12,26.53333333333333,-3.0239441694699485,42.8957760212318,3.3627446512036414
798,76,26.6,-2.8728619926634518,41.550476136784354,3.8382325836375086
800,94,26.66666666666667,-2.9246991270986213,41.79973338048802,4.6042279815005855
802,126,26.73333333333333,-3.1224937793098833,42.016599470680745,5.4997200037154075
804,126,26.8,-3.1303994982922694,42.36155846587933,5.973799809615931
